Tweets,cleanedTweets,Translated,Subjectivity,Polarity,Analysis
@jokowi Harga STB kenapa bisa semahal ini Pak? tolong berikan harga yg terjangkau untuk para masyarakat menengah kebawah 🙏🙏, harga stb kenapa bisa semahal ini pak? tolong berikan harga yg terjangkau untuk para masyarakat menengah kebawah 🙏🙏,"Why is the price of STB as expensive as this, sir? Please give an affordable price for the middle to lower class 🙏🙏",0.35,-0.25,-1
@jokowi semoga aja cepet ada tindaklanjut soal harga stb mahal ini, semoga aja cepet ada tindaklanjut soal harga stb mahal ini,Hopefully there will be a follow up about the price of this expensive STB,0.7,-0.5,-1
@jokowi Untuk Harga STB ini kobisa semahal ini Pak? apakah dari pemerintah sendiri ini akan memberikan bantuan untu… https://t.co/Tgw4vMN1YN, untuk harga stb ini kobisa semahal ini pak? apakah dari pemerintah sendiri ini akan memberikan bantuan untu… ,"For the price of this STB, the cobisa is as expensive as this, sir? whether from the government itself will provide assistance to ...",0.7,-0.5,-1
"@jokowi Harga STB mahal di keadaan ekonomi yg lagi menurun, membuat sebagian masyarakat mengurungkan niat untuk membeli STB"," harga stb mahal di keadaan ekonomi yg lagi menurun, membuat sebagian masyarakat mengurungkan niat untuk membeli stb","The price of STB is expensive in the economic situation which is declining again, making some people discourage to buy STB",0.44999999999999996,-0.15,-1
"@jokowi Pak maaf, knp harga stb semakin melonjak ya harganya? Solusinya dong pak"," pak maaf, knp harga stb semakin melonjak ya harganya? solusinya dong pak","Sir, sorry, why is the price of STB soaring the price? The solution is, sir",1.0,-0.5,-1
"@jokowi harga stb mahal gabisa asal beli, apalagi kalo pendapatannya aja cuma cukup buat makan"," harga stb mahal gabisa asal beli, apalagi kalo pendapatannya aja cuma cukup buat makan","The price of STB is expensive, can't buy it, especially if the income is just enough to eat",0.7333333333333334,-0.16666666666666666,-1
@jokowi Pak Gimana ko harga STB ini mahal banget yaa, pak gimana ko harga stb ini mahal banget yaa,"sir, how come the price of this STB is really expensive",0.7,-0.5,-1
@jokowi Pak ko harga STB ini mahal banget ya, pak ko harga stb ini mahal banget ya,"sir, the price of this STB is really expensive",0.7,-0.5,-1
"@jokowi Harga bbm naik, harga sembako naik, harga stb juga naik"," harga bbm naik, harga sembako naik, harga stb juga naik","The price of fuel rises, the price of basic food rises, the price of the STB also goes up",0.125,0.0,0
"@jokowi harga stb mahal, banyak rakyat ga mampu beli pak"," harga stb mahal, banyak rakyat ga mampu beli pak","the price of STB is expensive, many people are unable to buy sir",0.5666666666666667,-0.16666666666666666,-1
"@jokowi kangen deh bisa nonton tv gampang kaya dulu, apalagi sekarang harga stb kan mahal jadi makin susah hmm"," kangen deh bisa nonton tv gampang kaya dulu, apalagi sekarang harga stb kan mahal jadi makin susah hmm","I miss watching TV it's easy to be rich first, especially now that the price of STB is expensive, so it's more difficult hmm",0.730952380952381,0.07976190476190477,1
"@jokowi bantu kami soal keringanan harga stb dong pak, biar semua bisa nonton tv lagi"," bantu kami soal keringanan harga stb dong pak, biar semua bisa nonton tv lagi","Help us about the relief of the STB price, sir, so everyone can watch TV again",0.0,0.0,0
@jokowi harga stb bikin rakyat kecil menjerit, harga stb bikin rakyat kecil menjerit,STB prices make small people scream,0.4,-0.25,-1
@jokowi Untuk Harga STB ini kobisa semahal ini Pak? apakah dari pemerintah sendiri ini akan memberikan bantuan untu… https://t.co/BBggdcVsPs, untuk harga stb ini kobisa semahal ini pak? apakah dari pemerintah sendiri ini akan memberikan bantuan untu… ,"For the price of this STB, the cobisa is as expensive as this, sir? whether from the government itself will provide assistance to ...",0.7,-0.5,-1
"Siaran TV Analog di Jatim Mulai Hari Ini Dimatikan, Khofifah: Pantau Harga Jual STB https://t.co/9OHuIcAV5k","siaran tv analog di jatim mulai hari ini dimatikan, khofifah: pantau harga jual stb ","Analog TV broadcasts in East Java starting today turned off, Khofifah: Monitor the selling price of STB",0.1,0.0,0
Piala dunia udah selesai. Waktunya harga STB normal kembali 🤭,piala dunia udah selesai. waktunya harga stb normal kembali 🤭,The World Cup is over. the time for the price of the stb is normal again 🤭,0.6499999999999999,0.15,1
"CDS Official - SET TOP BOX OMEGA SNI 04-6253-2003 hitam

* Set Top Box (STB) IOTO OMEGA *

* Isi dalam kemasan : 
-… https://t.co/T4FZePfNPK",cds official - set top box omega sni 04-6253-2003 hitam  * set top box (stb) ioto omega *  * isi dalam kemasan :  -… ,Official CDS -Omega SNI 04-6253-2003 Black Top Box Set * Set Top Box (STB) IOTO OMEGA * * Fill in the package: -...,0.4777777777777778,0.2777777777777778,1
@coffebit Golek STB harga murah :(, golek stb harga murah :(,Golek STB Cheap Prices :(,0.85,-0.175,-1
"@kinan683 @jokowi Serius nanya, emang berapa harga stb to  ?","  serius nanya, emang berapa harga stb to  ?","Seriously ask, how much is the price of STB to?",0.43333333333333335,-0.06666666666666665,-1
@gibran_tweet STB dadi larang mergo kesalahan berpikir dulu beli tahun 2019 harga masih 80rb-120rb di solo cuma ada… https://t.co/3p0tQRG1AL, stb dadi larang mergo kesalahan berpikir dulu beli tahun 2019 harga masih 80rb-120rb di solo cuma ada… ,STB Dadi forbids Mergo Mistakes to think first to buy in 2019 the price is still 80 thousand-120rb in Solo only ...,0.6666666666666666,0.125,1
"Rego STB wes mudhun durung ya ?
Rong minggu wingi tuku sing paling murah rego 250, ternyata harga juga berhubungan… https://t.co/utOgHwO9fb","rego stb wes mudhun durung ya ? rong minggu wingi tuku sing paling murah rego 250, ternyata harga juga berhubungan… ","rego stb wes mudhun durung huh? Rong Sunday Wingi Tuku Sing Cheapest Rego 250, it turns out prices are also related ...",0.4,0.0,0
"@jokowi Mbok yo harga stb turunkan dong pak, mahal tenan. Lagian katanya ada info stb yg meledak ya pak? https://t.co/gpkdn40Wo8"," mbok yo harga stb turunkan dong pak, mahal tenan. lagian katanya ada info stb yg meledak ya pak? ","Mbok yo the price of STB lowering, sir, expensive. Besides, he said there was a stb info that exploded, sir?",0.7,-0.5,-1
"@jokowi buat masyarakat kecil mah harga stb ini termasuk mahal pak, hmm"," buat masyarakat kecil mah harga stb ini termasuk mahal pak, hmm","For small people, the price of this STB is expensive, sir, hmm",0.55,-0.375,-1
"@jokowi Gimana harga stb makin melonjak, masa harus merelakan duit makan"," gimana harga stb makin melonjak, masa harus merelakan duit makan","how is the price of STB more soaring, the time has to give up the money",0.5,0.5,1
"@jokowi Solusi Untuk harga stb yang makin melambung tinggi dong pak,kasian yang harus nge hemat duit makan bulanan untuk berapa bulan ini"," solusi untuk harga stb yang makin melambung tinggi dong pak,kasian yang harus nge hemat duit makan bulanan untuk berapa bulan ini","The solution for the price of STB is increasingly high, sir, sorry for saving monthly money for how many months",0.68,0.053333333333333344,1
"@jokowi Harga kebutuhan naik, ini harga STB juga naik kalo ga beli ga bisa menikmati acara TV lagi, mempersulit mas… https://t.co/OdjuRPnQ6i"," harga kebutuhan naik, ini harga stb juga naik kalo ga beli ga bisa menikmati acara tv lagi, mempersulit mas… ","The price of needs rises, this price of STB also goes up if you don't buy it can't enjoy TV shows anymore, making it difficult, bro ...",0.75,-0.04999999999999999,-1
@jokowi Untuk Harga STB ini kobisa semahal ini Pak? apakah dari pemerintah sendiri ini akan memberikan bantuan untu… https://t.co/ou9q3lZlc6, untuk harga stb ini kobisa semahal ini pak? apakah dari pemerintah sendiri ini akan memberikan bantuan untu… ,"For the price of this STB, the cobisa is as expensive as this, sir? whether from the government itself will provide assistance to ...",0.7,-0.5,-1
@jokowi untuk peralihan saluran tv digital ini siapa ya pak yg di untungkan? harga STB mahal banget lohh pak, untuk peralihan saluran tv digital ini siapa ya pak yg di untungkan? harga stb mahal banget lohh pak,"For the transition of this digital TV channel, who is the benefit? The price of STB is very expensive, sir",0.45499999999999996,-0.325,-1
@jokowi Pak harga STB mahal banget dan sekarang kami masyarakat jadi susah untuk mendapatkan informasi karena peralihan saluran tv digital, pak harga stb mahal banget dan sekarang kami masyarakat jadi susah untuk mendapatkan informasi karena peralihan saluran tv digital,"Sir, the price of STB is very expensive and now we are difficult to get information because of the transition of digital TV channels",0.6366666666666666,-0.3833333333333333,-1
"biaya sewa yg diminta pemda stb, lebih mahal dari wilayah kota sekitar yg lebih besar/ramai penduduk (jember, dst)… https://t.co/GFIkTTxZ55","biaya sewa yg diminta pemda stb, lebih mahal dari wilayah kota sekitar yg lebih besar/ramai penduduk (jember, dst)… ","The rental fee requested by the STB Regional Government is more expensive than the city area that is larger/crowded population (Jember, etc.) ...",0.6,0.0,0
@jokowi Gregeten rasanya liat harga stb yang mahal, gregeten rasanya liat harga stb yang mahal,Gregeten feels like the price of the expensive STB,0.7,-0.5,-1
Harga STB Ugal-Ugalan Naik karena Orang Indonesia Gemar Nonton Televisi https://t.co/JIeBDqXAGO,harga stb ugal-ugalan naik karena orang indonesia gemar nonton televisi ,The price of STB UGAL-recklessness because Indonesians like to watch television,0.0,0.0,0
"@jokowi harga stb tinggi pak, ndak mampu kami yang penghasilannya cuma cukup untuk makan"," harga stb tinggi pak, ndak mampu kami yang penghasilannya cuma cukup untuk makan","the price of stb is high sir, we can't afford us whose income is only enough to eat",0.68,0.05333333333333334,1
@jokowi kami nunggu pemerintah kasih keputusan nih perihal harga stb mahal, kami nunggu pemerintah kasih keputusan nih perihal harga stb mahal,We are waiting for the government to give a decision regarding the price of STB expensive,0.7,-0.5,-1
@jokowi Gimana yaa pak ko harga STB ini mahal banget, gimana yaa pak ko harga stb ini mahal banget,"what do you do, sir, the price of this STB is very expensive",0.9099999999999999,-0.65,-1
@jokowi Pak harga STB ini ko mahal banget ya, pak harga stb ini ko mahal banget ya,"Sir, the price of this STB is really expensive",0.7,-0.5,-1
@jokowi Pak di daerah saya harga STB ini mahal banget, pak di daerah saya harga stb ini mahal banget,sir in my area the price of this STB is very expensive,0.9099999999999999,-0.65,-1
@jokowi Pak harga STB di daerah saya mahal banget, pak harga stb di daerah saya mahal banget,"Sir, the price of STB in my area is very expensive",0.9099999999999999,-0.65,-1
@kemkominfo Jgan biarkan harga stb terus melambung tinggi dong pak, jgan biarkan harga stb terus melambung tinggi dong pak,"don't let the price of STB continue to soar high, sir",0.5399999999999999,0.16,1
Penjualan STB di Surabaya Naik meski Harga Meroket https://t.co/geFjoKcAO9,penjualan stb di surabaya naik meski harga meroket ,STB sales in Surabaya rose even though prices skyrocketed,0.95,0.6,1
"@jokowi Udh harga sembako mahal harga stb pun mahal, gimana coba rakyatnya bisa hidup berkecukupan?"," udh harga sembako mahal harga stb pun mahal, gimana coba rakyatnya bisa hidup berkecukupan?","Udh price of expensive food stubs is expensive, how can the people be able to live well?",0.63125,-0.09090909090909091,-1
@jokowi Harga sembako sama stb saingan pak? aduh mana kebutuhan sehari gak tercukupi, harga sembako sama stb saingan pak? aduh mana kebutuhan sehari gak tercukupi,"the price of food and stubs and stb rivals, sir? oh where the day needs are not fulfilled",0.0,0.0,0
@mohmahfudmd Harga sembako sama stb saingan pak? aduh mana kebutuhan sehari gak tercukupi, harga sembako sama stb saingan pak? aduh mana kebutuhan sehari gak tercukupi,"the price of food and stubs and stb rivals, sir? oh where the day needs are not fulfilled",0.0,0.0,0
"@kemkominfo Harga STB mahal banget pak, belum sanggup beli karena harganya sudah mahal banget"," harga stb mahal banget pak, belum sanggup beli karena harganya sudah mahal banget","The price of STB is very expensive, sir, can't buy it because the price is very expensive",0.9099999999999999,-0.65,-1
"@kemkominfo Sudah semua harga kebutuhan naik, semuanya naik, kok ya masih disuruh beli STB biar bisa menikmati acara TV"," sudah semua harga kebutuhan naik, semuanya naik, kok ya masih disuruh beli stb biar bisa menikmati acara tv","Already all the prices of needs rise, everything goes up, how come you are still told to buy a STB so you can enjoy TV shows",0.5,0.4,1
"@mohmahfudmd Mbok yo harga stb turunkan dong pak, mahal tenan. Lagian katanya ada info stb yg meledak ya pak? https://t.co/gpkdn3JTm8"," mbok yo harga stb turunkan dong pak, mahal tenan. lagian katanya ada info stb yg meledak ya pak? ","Mbok yo the price of STB lowering, sir, expensive. Besides, he said there was a stb info that exploded, sir?",0.7,-0.5,-1
"@kemkominfo Udh harga sembako mahal harga stb pun mahal, gimana coba rakyatnya bisa hidup berkecukupan?"," udh harga sembako mahal harga stb pun mahal, gimana coba rakyatnya bisa hidup berkecukupan?","Udh price of expensive food stubs is expensive, how can the people be able to live well?",0.63125,-0.09090909090909091,-1
@kemkominfo Harga sembako sama stb saingan pak? aduh mana kebutuhan sehari gak tercukupi, harga sembako sama stb saingan pak? aduh mana kebutuhan sehari gak tercukupi,"the price of food and stubs and stb rivals, sir? oh where the day needs are not fulfilled",0.0,0.0,0
"@kemkominfo buat masyarakat kecil mah harga stb ini termasuk mahal pak, hmm"," buat masyarakat kecil mah harga stb ini termasuk mahal pak, hmm","For small people, the price of this STB is expensive, sir, hmm",0.55,-0.375,-1
"@kemkominfo karena harga stb ga murah, jelas beberapa masyarakat malah merasa disulitkan loh pak"," karena harga stb ga murah, jelas beberapa masyarakat malah merasa disulitkan loh pak","Because the price of STB is not cheap, obviously some people even feel difficult, sir",0.7333333333333334,-0.2333333333333333,-1
"@jokowi Karena harga stb itu sendiri ga murah bagi sebagian kalangan pak, kami harap ada kebijakan lain"," karena harga stb itu sendiri ga murah bagi sebagian kalangan pak, kami harap ada kebijakan lain","Because the price of the STB itself is not cheap for some people, we hope there is another policy",0.7,-0.2,-1
@jokowi kenapa harga stb makin naik? dan siapa yang diuntungkan dalam penjualan tersebut??, kenapa harga stb makin naik? dan siapa yang diuntungkan dalam penjualan tersebut??,Why is the price of STB rising more? And who benefits from the sale ??,0.5,0.5,1
"@kemkominfo pak, kenapa harga stb mahal sekali? apakah ada pihak yang diuntungkan dalam penjualan ini?"," pak, kenapa harga stb mahal sekali? apakah ada pihak yang diuntungkan dalam penjualan ini?","Sir, why is the price of STB so expensive? Are there parties who benefit from this sale?",0.7,-0.5,-1
@kemkominfo Banyak yang mengeluh soal transisi ketv digital ini sangat tidak efektif soalnya masyarakat belum siap… https://t.co/l5KYcEtKks, banyak yang mengeluh soal transisi ketv digital ini sangat tidak efektif soalnya masyarakat belum siap… ,Many complain about the Digital Ketv Transition is very ineffective because the community is not ready ...,0.325,0.15,1
"@jokowi Btw kalo beli stb yg aslid man ya, soalnya melihat dr harga luamyan mahal sayang kalo kebelo kw gadipake kan"," btw kalo beli stb yg aslid man ya, soalnya melihat dr harga luamyan mahal sayang kalo kebelo kw gadipake kan","btw if you buy a stb that is aslid man, the problem is that you see the price of Luamyan expensive, unfortunately if you want to go, right?",0.7452380952380953,-0.2380952380952381,-1
@jokowi gimana Pak untuk harga STB yg mahal seperti ini, gimana pak untuk harga stb yg mahal seperti ini,how sir for the price of an expensive STB like this,0.7,-0.5,-1
"@kemkominfo harga STB di sejumlah daerah melambung tinggi, dan juga stok menjadi langka, solusi pemerintah seperti apa pak?"," harga stb di sejumlah daerah melambung tinggi, dan juga stok menjadi langka, solusi pemerintah seperti apa pak?","The price of STB in a number of areas soared, and also stocks to be rare, what kind of government solution sir?",0.9,0.44999999999999996,1
@jokowi Pak untuk harga STB ini ko di daerah saya mahal banget, pak untuk harga stb ini ko di daerah saya mahal banget,"sir, for the price of this STB, how come in my area is very expensive",0.9099999999999999,-0.65,-1
@jokowi pak udah harga STB mahal terus sinyal nya ga stabil lagi, pak udah harga stb mahal terus sinyal nya ga stabil lagi,"sir, the price of STB is expensive and the signal is not stable anymore",0.7,-0.5,-1
"@jokowi ini harga STB mahal banget loh pak, apakah pemerintah akan memberikan bantuan kepada masyarakat? menurut sa… https://t.co/TYGkuhF18f"," ini harga stb mahal banget loh pak, apakah pemerintah akan memberikan bantuan kepada masyarakat? menurut sa… ","This price of STB is very expensive, sir, will the government provide assistance to the public? According to SA ...",0.4883333333333333,-0.325,-1
"@kemkominfo ini harga STB mahal banget loh pak, apakah pemerintah akan memberikan bantuan kepada masyarakat? menuru… https://t.co/ACRl24qe12"," ini harga stb mahal banget loh pak, apakah pemerintah akan memberikan bantuan kepada masyarakat? menuru… ","This price of STB is very expensive, sir, will the government provide assistance to the public? Menuru ...",0.4883333333333333,-0.325,-1
"@kemkominfo Dibalik harga STB yang mahal, siapakah yg diuntungkan di balik ini?"," dibalik harga stb yang mahal, siapakah yg diuntungkan di balik ini?","Behind the expensive STB price, who benefits behind this?",0.6999999999999998,-0.43333333333333335,-1
@kemkominfo Hanya berharap pemerintah bisa meringankan harga STB, hanya berharap pemerintah bisa meringankan harga stb,Just hope that the government can ease the STB price,0.0,0.0,0
@kemkominfo untuk peralihan saluran tv digital ini siapa ya pak yg di untungkan? harga STB mahal banget lohh pak, untuk peralihan saluran tv digital ini siapa ya pak yg di untungkan? harga stb mahal banget lohh pak,"For the transition of this digital TV channel, who is the benefit? The price of STB is very expensive, sir",0.45499999999999996,-0.325,-1
@kemkominfo Pak harga STB mahal banget dan sekarang kami masyarakat jadi susah untuk mendapatkan informasi karena p… https://t.co/FcbFBr3ZZd, pak harga stb mahal banget dan sekarang kami masyarakat jadi susah untuk mendapatkan informasi karena p… ,"Sir, the price of STB is very expensive and now we are difficult to get information because of p ...",0.955,-0.575,-1
"@jokowi Pak ini beneran tv analog tidak dapat beroperasi lagi? Harga STB sedikit membuat masyarakat mikir mau beli,… https://t.co/iQ0ZJzNGDU"," pak ini beneran tv analog tidak dapat beroperasi lagi? harga stb sedikit membuat masyarakat mikir mau beli,… ","Sir is this analog TV can not operate anymore? The price of STB a little makes people think of wanting to buy, ...",0.5,-0.1875,-1
"RT @tinkerberrybell: wts lfb ina (not on hand items) 
pc the boyz tbz stb she's the boss new chanhee

harga sudah dalam idr

✔️ jp fees
❌️…",wts lfb ina (not on hand items)  pc the boyz tbz stb she's the boss new chanhee  harga sudah dalam idr  ✔️ jp fees ❌️…,WTS LFB INA (not on Hand Items) PC The Boyz Tbz STB She's The Boss New Chanhee Prices are already in IDR ✔️ JP Fees ❌️ ...,0.45454545454545453,0.13636363636363635,1
@mohmahfudmd Harga stb sudah mahal ditambah tingkat keamana yang kurang, harga stb sudah mahal ditambah tingkat keamana yang kurang,STB prices are expensive plus lack of security levels,0.7,-0.5,-1
@mohmahfudmd Peralihan tv digital tdk masimal harga stb mahal dan sinyal tdk stabil. Kasihan masyarakat kebawah yg tdk mampu, peralihan tv digital tdk masimal harga stb mahal dan sinyal tdk stabil. kasihan masyarakat kebawah yg tdk mampu,The transition of digital TV is not maximum expensive STB prices and unstable signals. sorry for the people who are unable,0.55,-0.375,-1
"@mohmahfudmd pak, kenapa harga stb mahal sekali? apakah ada pihak yang diuntungkan dalam penjualan ini?"," pak, kenapa harga stb mahal sekali? apakah ada pihak yang diuntungkan dalam penjualan ini?","Sir, why is the price of STB so expensive? Are there parties who benefit from this sale?",0.7,-0.5,-1
Harga stb mundak kabeh ya,harga stb mundak kabeh ya,the price of stb mundak kabeh,0.0,0.0,0
@mohmahfudmd Banyak yang mengeluh soal transisi ketv digital ini sangat tidak efektif soalnya masyarakat belum siap… https://t.co/y241CwuIQt, banyak yang mengeluh soal transisi ketv digital ini sangat tidak efektif soalnya masyarakat belum siap… ,Many complain about the Digital Ketv Transition is very ineffective because the community is not ready ...,0.325,0.15,1
"@mohmahfudmd kan nonton tv mah hak semua rakyat, tapi sekarang malah wajib beli stb, yang mana harga stb mahal juga jadi ga semua mampu"," kan nonton tv mah hak semua rakyat, tapi sekarang malah wajib beli stb, yang mana harga stb mahal juga jadi ga semua mampu","watching TV, the right of all people, but now it is obliged to buy STB, which is the price of STB expensive, so it's not all capable",0.5452380952380952,-0.004761904761904763,-1
@mohmahfudmd Untuk Harga STB ini kobisa semahal ini Pak? apakah dari pemerintah sendiri ini akan memberikan bantuan… https://t.co/2UhOCUVn2f, untuk harga stb ini kobisa semahal ini pak? apakah dari pemerintah sendiri ini akan memberikan bantuan… ,"For the price of this STB, the cobisa is as expensive as this, sir? whether from the government itself will provide assistance ...",0.7,-0.5,-1
"@mohmahfudmd Harga bahan kebutuhan pokok naik, semuanya naik.. STB juga ikutan naik semenjak dialihkannya TV analog… https://t.co/6CiKkeKACO"," harga bahan kebutuhan pokok naik, semuanya naik.. stb juga ikutan naik semenjak dialihkannya tv analog… ","The price of basic necessities rises, everything goes up ... STB also follows since the transfer of analog TV ...",0.125,0.0,0
"@jokowi kesannya rakyat kecil jadi dipaksa beli stb yang mahal ya, bahkan tv digital, padahal belum tentu semua mampu"," kesannya rakyat kecil jadi dipaksa beli stb yang mahal ya, bahkan tv digital, padahal belum tentu semua mampu","the impression is that the small people are forced to buy expensive STBs, even digital TVs, even though they are not necessarily capable",0.34,-0.23000000000000004,-1
@jokowi Semenjak dialihkannya TV analog ke TV digital banyak masyarakat yang sekarang tidak bisa menikmati acara TV… https://t.co/MUHppUVOlj, semenjak dialihkannya tv analog ke tv digital banyak masyarakat yang sekarang tidak bisa menikmati acara tv… ,Since the transfer of analog tv to digital TV many people who now cannot enjoy TV shows ...,0.3333333333333333,0.3,1
@jokowi Kenapa TV analog dialihkan ke TV digital? Padahal sudah enak pake TV digital gausah repot2 beli STB malah d… https://t.co/FnghmIeowD, kenapa tv analog dialihkan ke tv digital? padahal sudah enak pake tv digital gausah repot2 beli stb malah d… ,"Why is analog TV transferred to digital TV? even though it's good to use digital tv, it's not hard to bother buying a stb even ...",0.28541666666666665,0.21145833333333333,1
"@jokowi Semenjak dialihkannya TV analog ke TV digital, sudah ga bisa menikmati acara TV lagi karena STB di sini ga keluar sinyalnya"," semenjak dialihkannya tv analog ke tv digital, sudah ga bisa menikmati acara tv lagi karena stb di sini ga keluar sinyalnya","Since the transfer of analog TV to digital TV, you can't enjoy TV shows anymore because the STB here doesn't come out signal",0.25,0.2,1
@jokowi Semenjak dialihkannya TV analog ke TV digital jadi gabisa nonton TV lagi karena STB di sini ga ada sinyalnya, semenjak dialihkannya tv analog ke tv digital jadi gabisa nonton tv lagi karena stb di sini ga ada sinyalnya,Since the transfer of analog tv to digital tv so I can't watch TV anymore because the STB here has no signal,0.0,0.0,0
@jokowi sebenarnya siapa yang diuntungkan dengan pengalihan TV analog ke TV digital yang harus beli STB agar bisa ada sinyalnya?, sebenarnya siapa yang diuntungkan dengan pengalihan tv analog ke tv digital yang harus beli stb agar bisa ada sinyalnya?,"Actually, who benefited from the transfer of analog TV to digital TV that had to buy STB so that there could be signal?",0.05,0.0,0
"@jokowi semoga dengan adanya peralihan saluran tv digital ini masyarakat yg tidak mampu membeli STB ini, bisa menda… https://t.co/O3rR7uIaSP"," semoga dengan adanya peralihan saluran tv digital ini masyarakat yg tidak mampu membeli stb ini, bisa menda… ","Hopefully with the transition of this digital TV channel, people who are unable to buy this STB, can ...",0.25,-0.25,-1
"@jokowi semoga dengan adanya peralihan saluran tv digital ini masyarakat yg tidak mampu membeli STB ini, bisa menda… https://t.co/W3oPuxOUnW"," semoga dengan adanya peralihan saluran tv digital ini masyarakat yg tidak mampu membeli stb ini, bisa menda… ","Hopefully with the transition of this digital TV channel, people who are unable to buy this STB, can ...",0.25,-0.25,-1
"RT @arifin34533: Khusus untuk yang nyinyir soal TV Digital...
.
https://t.co/pybyiRG1BA",khusus untuk yang nyinyir soal tv digital... . ,Especially for those who turn on digital TV questions ...,0.5,0.0,0
"Khusus untuk yang nyinyir soal TV Digital...
.
https://t.co/pybyiRG1BA",khusus untuk yang nyinyir soal tv digital... . ,Especially for those who turn on digital TV questions ...,0.5,0.0,0
"@kancil_89 @PSSI Tv digital itu gratis bang, pakai antena sama stb","  tv digital itu gratis bang, pakai antena sama stb","digital tv is free, bang, wear an antenna and stb",0.4,0.2,1
@hyang_wisnu @gibran_tweet @PlateJohnny @kemkominfo STB gratis dibutuhkan masyarakat untuk menikmati layanan TV digital @kemkominfo,    stb gratis dibutuhkan masyarakat untuk menikmati layanan tv digital ,Free STB is needed by the public to enjoy digital tv services,0.3416666666666667,0.2,1
@jokowi banyak masyarakat pusing mikirin ini udah gabisa nonton. padahal sudah beli stb mahal. tv digital tdk maksimal, banyak masyarakat pusing mikirin ini udah gabisa nonton. padahal sudah beli stb mahal. tv digital tdk maksimal,Many people are dizzy thinking about this already watching. Even though I have bought expensive STB. Digital TV is not optimal,0.39999999999999997,0.0,0
@jokowi belakangan ini banyak terjadi kasus stb tv digital yg meresahkan mohon ditinjau pak, belakangan ini banyak terjadi kasus stb tv digital yg meresahkan mohon ditinjau pak,"Lately, there have been many cases of Digital TV STB that are troubling, please review, sir",0.3666666666666667,0.06666666666666667,1
"@jokowi Stb TV digital banyak menyebabkan kasus seperti meledak dsb, sgt meresahkan masyarakat"," stb tv digital banyak menyebabkan kasus seperti meledak dsb, sgt meresahkan masyarakat","Digital TV STBs cause many cases such as explosion, etc., SGT disturbed the public",0.26666666666666666,0.125,1
"@jokowi semoga dengan adanya peralihan saluran tv digital ini masyarakat yg tidak mampu membeli STB ini, bisa menda… https://t.co/0YUK5Eyhs1"," semoga dengan adanya peralihan saluran tv digital ini masyarakat yg tidak mampu membeli stb ini, bisa menda… ","Hopefully with the transition of this digital TV channel, people who are unable to buy this STB, can ...",0.25,-0.25,-1
"@jokowi memang jika kita menabung untuk beli tv digital atau minimal stb, bisa, tapi bagaimana rakyat kecil yang ti… https://t.co/NiJzng7M24"," memang jika kita menabung untuk beli tv digital atau minimal stb, bisa, tapi bagaimana rakyat kecil yang ti… ","Indeed, if we save to buy a digital TV or a minimum of STB, we can, but how are the small people who are ...",0.2,-0.125,-1
@jokowi Masyarakat tdk bisa menonton tv krn stb tv digital tdk stabil. Sinyal tiap daerah juga tdk merata, masyarakat tdk bisa menonton tv krn stb tv digital tdk stabil. sinyal tiap daerah juga tdk merata,People cannot watch TV because Digital TV STB is unstable. The signal of each region is also uneven,0.1,-0.1,-1
@jokowi keluhan maysrakat soal stb tv digital tdk stabil dan tdk bisa digunakan semakin banyak. mohon ditinjau kembali pak, keluhan maysrakat soal stb tv digital tdk stabil dan tdk bisa digunakan semakin banyak. mohon ditinjau kembali pak,Community complaints about Digital TV STB TV are unstable and cannot be used more and more. please review sir,0.3333333333333333,0.3333333333333333,1
@jokowi sinyal stb yg tdk stabil membuat masyarakat mengeluh. bukan karena mahal tapi stabilitas sinyal tv digital tdk maksimal, sinyal stb yg tdk stabil membuat masyarakat mengeluh. bukan karena mahal tapi stabilitas sinyal tv digital tdk maksimal,Unstable STB signals make people complain. not because it is expensive but the stability of digital tv signals is not optimal,0.35,-0.25,-1
"@jokowi masyarakat miskin masih banyak pak, kebijakan pemerintah soal transisi tv digital perlu dimaksimalkan. kasi… https://t.co/vmUbsiw8Zq"," masyarakat miskin masih banyak pak, kebijakan pemerintah soal transisi tv digital perlu dimaksimalkan. kasi… ","There are still many poor people, government policies about digital TV transitions need to be maximized. Kasi ...",0.3666666666666667,0.033333333333333326,1
@jokowi tontonan masyarakat hilang krn stb tv digital tdk stabil, tontonan masyarakat hilang krn stb tv digital tdk stabil,public spectacle is lost because the digital TV STB is unstable,0.03333333333333333,0.0,0
"@kemkominfo Stabilitas stb tv digital sgt kacau pak, sudah harganya mahal sinyal tdk stabil"," stabilitas stb tv digital sgt kacau pak, sudah harganya mahal sinyal tdk stabil","stability of digital tv tv stability, sir, the price is expensive, the signal is unstable",0.35,-0.25,-1
@hyang_wisnu @gibran_tweet @PlateJohnny @kemkominfo Komitmen Pemerintah untuk melancarkan peralihan ke TV digital d… https://t.co/cHWeyiUfec,    komitmen pemerintah untuk melancarkan peralihan ke tv digital d… ,The government's commitment to launch a transition to digital tv d ...,0.0,0.0,0
@hyang_wisnu @jokowi @PlateJohnny @kemkominfo @erickthohir @kemendagri Pembagian STB gratis tetap dilakukan guna me… https://t.co/rGDlncYlsw,      pembagian stb gratis tetap dilakukan guna me… ,The distribution of free STB is still done to ...,0.8,0.4,1
